,Wi,Xi,Yi,Ti,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
411,(3+0j),(-105.4856659780089+0j),(58.25665892256833+0j),(3+0j),(16.393919072579905-16.195469890351365j),(-6.703777180296693-17.580139853350015j),(-32.55834250320303+13.032837591635031j),(10.89674678953056+1.5467344718792877j),(0.7379054093142947-1.8891226909466539j),(-1.3063246299483984-5.714854589067587j),(2.1257511778930347+13.47502290948883j),(-16.823671082243038+22.218962416656556j),(6.246783926652386-4.73956596449861j),(4.9507182647754835+15.244955288808912j),(-19.610728361900474+4.098768457435881j),(1.1237061194165923+18.95907271850531j)
412,(3+0j),(-76.20831864767696+0j),(-96.5464364104227+0j),(3+0j),(-7.517524928253803-9.268895731365944j),(3.7256512748840453-0.6242295730191281j),(11.132954623378644+1.3939208584747507j),(-6.376649151996302-11.080228441397237j),(-6.840178711900413+13.150917026449031j),(-14.202721491532502-2.412770149413142j),(1.1288893407995697+11.56990602583788j),(-3.441938422489667+4.429398400058075j),(-5.660425553538965+10.055437233713693j),(13.650962778707914-11.12845032689682j),(0.5009728537286323+14.407266374071847j),(-9.402771565859084+2.827903033430213j)
413,(3+0j),(194.31813236635227+0j),(-32.11337511527159+0j),(10+0j),(4.120421383911162-3.6159473006576497j),(13.72242077131408-15.139688510373663j),(3.645843902115894-0.3080294231422697j),(4.327922537783116-1.4311247845061283j),(12.987607467121869+1.2712475597110258j),(-1.8072371982481412-14.244226737290226j),(10.541285199046598-10.293189483771858j),(7.14055615208578+2.216782955136978j),(-8.910505471091732+11.0159812258293j),(-6.806008242451877+2.025784849684316j),(11.301180366184091+10.709194759840393j),(4.608027967916573+7.179677825797023j)
414,(5+0j),(24.865351032135496+0j),(-0.5451341347236153+0j),(7+0j),(4.734681360459731+10.630828149536049j),(-11.625220900489598+8.801295152673806j),(15.687866471163252+10.298792324467072j),(10.62315081129552+1.4926219722131364j),(-13.9364639036203+20.908933845577216j),(22.893663776234167+8.195337600868314j),(-3.6459576209955857-6.680828209990191j),(-4.792338780677773+2.1116043480274573j),(3.017953836023409-6.198943313414925j),(-3.4809653446273394+1.0429117760760662j),(-5.35649597942871-13.852948326404391j),(5.826662699054607-0.5053913336770667j)
415,(6+0j),(41.47822664366744+0j),(-36.25592382225425+0j),(3+0j),(8.257482143280024+2.1148260073865166j),(-2.698767074921457-11.594254409106576j),(-9.873700375516346+4.802591123461964j),(-3.0995940191751474+12.758259331960751j),(-5.996581681223184-4.293889607568594j),(-5.986838330298363-9.845135175327783j),(24.302044073268053+9.006575346925942j),(-5.7986802946385865+2.9070702820344403j),(-5.492447563356331-6.175500056771604j),(-3.7498806938178926-1.991179111570929j),(8.943466294055714+12.775262381704767j),(-11.759568949066246+0.9700438813422148j)
416,(3+0j),(-51.58629776427034+0j),(-68.55871233946166+0j),(10+0j),(-0.805665792554831+18.970283747908542j),(8.42749342665089+5.773004576086452j),(5.51002328362671-5.942748093794389j),(-1.022210858403195-5.056686897472874j),(0.7571192790323074-2.656283641071111j),(7.858250025014781+8.322570786621874j),(7.877682172141856-16.166834636689206j),(16.21793254480479-21.671969216702426j),(11.926237588706217-11.634560404600789j),(-8.773220100250127+4.774661958689901j),(-1.0391191140926987-2.8576593128304317j),(-5.6492772632812995+9.49506911182252j)
417,(7+0j),(-45.87588288911158+0j),(-4.825974279478473+0j),(11+0j),(4.512821120144573+12.299685646261459j),(-9.477220610231665+0.7537091263033355j),(16.422515912132422-4.547087908684063j),(-7.859378157183636-9.72062407682465j),(-4.529367158432712-5.241555899444914j),(5.454586845580595-8.161883439635439j),(8.16738490692593-3.226061217216673j),(-1.4529814635495744+6.209457173299575j),(2.8693667673960555+5.869689925114123j),(4.927589946592585-5.7073776223017845j),(-27.672614840261176-21.552487773660328j),(13.487491887946632-22.06992565513696j)
418,(3+0j),(-13.870984879208834+0j),(35.10353788117418+0j),(4+0j),(-13.832861731624336-4.869576996132699j),(5.2448656159491955-0.6931002490139242j),(-20.863383971060557-7.092581471936265j),(1.5610120138740424-10.935613046664457j),(9.181322987974035+0.9962389741329708j),(0.9726341006893547+10.142318261894376j),(6.279833097593256-9.515862174043923j),(5.550113436828661+7.161605816280864j),(10.654416221715046+1.794114017853135j),(6.681210199894205-4.3730435927501805j),(-7.716893962678335-4.20843592642081j),(-14.159908785816192+9.006372641871842j)
419,(7+0j),(107.4617946327732+0j),(15.780631196274186+0j),(9+0j),(-6.864392244138737+3.7952872665717923j),(-11.469002644934594-1.1240967463459286j),(1.2662154729832442-2.458859552249994j),(-6.0829106448430394-6.1388566917186775j),(-2.860134402170587+10.293231826613972j),(-2.785696108455486+3.9063331729435804j),(6.693537598097512-3.4701287406863104j),(-5.586832892511682+1.7226266678246582j),(8.056676323855683-0.9466176717803959j),(-13.215716383541453-8.275801887037208j),(4.0746616904979955+7.43103047457251j),(-7.111479431219161-1.8731603033864466j)
420,(3+0j),(-22.989099074307163+0j),(-80.81142031787746+0j),(7+0j),(-11.679053758175007+4.684804896253019j),(-2.3259371285102977-3.017295120109957j),(9.421779120899833-3.7873359308994052j),(8.530154322042733+18.849903096479565j),(-14.058898650313143-15.036564535454422j),(3.441301799841598-8.420701210957493j),(-6.932662265920455+10.285161729327843j),(-3.671983231300449+13.451607776502637j),(7.621757795516285+0.17095085935291923j),(5.834155785897542+12.339806113369264j),(13.824530987503742+1.6166550339649253j),(-8.05263865642005+6.790181565602818j)
421,(5+0j),(135.92587618382944+0j),(-141.10473184798744+0j),(4+0j),(13.23215516276441-9.629401213171986j),(3.801454660982702-2.8797420362315207j),(-16.357294694742265-17.078887911987113j),(-3.0580317338941896-0.633721669409907j),(-2.5761720270090693-1.1997155508719222j),(4.020489119216887-10.750552035324294j),(-14.761464388699512-4.519966130436335j),(15.03823100641788-10.918009169831151j),(-6.532897278933474-0.17936057250987122j),(-6.166865385621985-16.2719032659675j),(-12.815306454195296+12.715964823062883j),(-21.847437599809428-5.809788083654658j)
422,(5+0j),(89.31625844910712+0j),(-24.671523427547942+0j),(10+0j),(-8.030439511020248+4.388651221889926j),(3.9782428545920596+1.345141888748986j),(-1.7942610232668765+19.08951621766808j),(7.217486046349694-3.32173470345071j),(-2.37472532014485-2.61955865354004j),(-1.9451562064373045-5.312218521228866j),(2.3284080381110286-24.54533288778223j),(16.350497841357633-3.1974801233806387j),(-4.256357690471863-5.697675531946151j),(11.072106954834947-6.092269351408363j),(15.017973879078694+9.47114292427758j),(5.16230821399931+19.377230653760275j)
423,(5+0j),(-37.9598549794909+0j),(-41.7343994636347+0j),(2+0j),(5.203957122262141+3.1995573939836635j),(-6.117298228282594-3.9536351894179074j),(-10.474886106966487+15.317696683692981j),(-6.493715512430802+8.843276525600185j),(-4.853585822759736+1.9656699290400648j),(-7.367995351210639-2.647848094278519j),(15.339239487963942-10.559876998313003j),(17.910497364056194+11.09218104512022j),(-6.277230755851062-15.279443646779074j),(6.388860127369016-0.2139069770954231j),(-12.945361453120741+12.465168332611682j),(16.005549396828243-4.1030703129431885j)
424,(5+0j),(9.859444689846812+0j),(-25.094252971072912+0j),(1+0j),(3.217341322654202+1.5462433806818456j),(-3.6048192943709942-18.9916037647085j),(9.249784632266163-3.7745363353026216j),(-5.114718404288366+11.453555976206234j),(2.3101265216466613+10.331790434894737j),(5.640368569237795+0.4617683428820989j),(2.8344342456447436+3.344351596070813j),(8.497310542613164-4.4710244946717665j),(11.831521121131711-1.5932513163603679j),(16.18600433082336+0.6246632939413279j),(-13.115254854441826+13.690933363846451j),(13.608961720262363+5.68913929490548j)
425,(4+0j),(-134.1009495944923+0j),(36.943844238909094+0j),(2+0j),(-10.809343239309204-4.241524495187972j),(14.848693179326043+5.1792428787946125j),(-3.738699580433834-15.83165280120258j),(4.1958041380145605-6.468201563027408j),(1.4581908048134897-14.432306972720204j),(-11.907483259447522+15.124187801245343j),(3.186166747872607+10.489524170485435j),(-0.0066383006674961345+9.571354305463744j),(-1.4038570337464051+4.699995913959048j),(8.566526876459712-2.188350254124332j),(-11.934438508622202+12.838524878200676j),(19.893853882423084+9.730890309974063j)
426,(6+0j),(147.6656701519187+0j),(-40.063555418050676+0j),(6+0j),(7.257407915061247+14.325766887031595j),(0.29851523459899143+3.0406717454680643j),(8.956289028515572-7.804785425476176j),(-1.7330289940130095-11.009781426332326j),(7.130384495103701+8.49265829889675j),(-16.976956884792735+13.909246176600508j),(-2.9543235561970156-4.158873997083204j),(1.5519506600697204+8.809824779801888j),(5.033157459480768+10.99793916624607j),(-5.407696999949999-2.7051859135576866j),(-11.345046308298375-6.12559069220468j),(-7.085574455940881+6.895884176667315j)
427,(6+0j),(44.14446336017953+0j),(-113.77883523494413+0j),(1+0j),(4.780407589586117+0.4398380801247434j),(-5.715283394051129+3.544820738703118j),(6.9733479935434675-3.577590099858318j),(-0.08360598033377625+19.588946479386998j),(25.28244702552136+14.438039642797264j),(21.96150324094653+3.436303682647641j),(-7.4903019825433335-16.542080187705825j),(-1.485489805746597-15.509148333839203j),(5.822291352825419+5.45337732414647j),(0.08717712055726835-11.092516926349525j),(1.6790492279118732+11.19051748547055j),(10.737679045995243+21.92886558590748j)
428,(3+0j),(29.353191586938816+0j),(107.00653376761011+0j),(11+0j),(6.14079101339445+1.516206948611058j),(-19.625173754255712-7.287252629280006j),(-1.0657148438786932-14.351309060549537j),(6.651334230109695+14.88044287009977j),(-3.9774611465724323+2.505828155633872j),(12.024594563473327-7.893521708229656j),(-11.556013896597852-9.706998231692461j),(0.3685621012392995+13.627115779298668j),(2.7206209136492143+4.079830011645871j),(13.462710294728284-6.409712587966826j),(-9.954347479916441+2.1379696340720415j),(3.029766762453981-12.013503730278048j)
429,(5+0j),(100.29259243002642+0j),(-38.64965172997614+0j),(8+0j),(-15.763597741986334+6.49608236768427j),(15.899860985094811+0.8583120015384353j),(4.6004586526044555-1.7027910819897913j),(3.916974761618243+2.770062664618911j),(13.176304171355762-2.9895863225339676j),(3.0031297219163315-5.618336388651171j),(-5.944713498505708+18.79435333858823j),(4.517975714076688-1.1328228031446954j),(3.0083893495750225-14.059008072455306j),(-19.422922317358488+3.324242434740188j),(0.27384271312457137-7.746905491493545j),(-4.857359663552146+0.7968082506720724j)
430,(6+0j),(167.52342170964212+0j),(209.42783332154073+0j),(10+0j),(-5.386218101159637+2.041319580485417j),(-7.306546710345896+8.37806241037691j),(2.11497949053466+7.4481107656548655j),(5.314437214184908+6.834717358122991j),(18.545502533977817+4.100964899341786j),(7.4539950515574525+4.969902500782397j),(-10.617332570516814-10.224053231544497j),(-24.139406187773215+10.288381698068779j),(-4.937067906470453-9.040622463773316j),(12.896636648014379-9.48924403474987j),(14.90026290695798+0.10250813422051139j),(-8.920953316601953+12.361764214295203j)
431,(3+0j),(20.44755184125771+0j),(-165.5465039268031+0j),(3+0j),(-5.271987951098555+11.820834025223006j),(-12.081266219848661+1.1531964991501222j),(8.44833213372821-9.791474811676665j),(-4.117690515811053+8.506558301710967j),(-7.009207827406718+6.076031398131413j),(9.444284082275141+4.784221278475773j),(-6.35621536350444-14.818725589191297j),(11.197897096275334+9.258491688983506j),(22.122726034722472-6.18093603264012j),(17.6287863200635+12.154190124603247j),(7.104941035253766+3.6004272500696564j),(1.444614241560568-10.105747385543069j)
432,(7+0j),(6.81227960617868+0j),(164.1831041658871+0j),(7+0j),(-2.7981118882873086-18.344852768514578j),(11.320410804588068+10.755858598088102j),(-4.63447984854873+0.6797345694314123j),(2.7142143803816534-15.614457598211251j),(-0.28764837098401347+4.376890766256057j),(2.458463378977573-7.156714605567379j),(-17.17473407290875-12.66893108161143j),(2.8110908359839755+6.215294341592031j),(4.455846586052402-1.9673440344038515j),(-11.621464398008692-0.5187996488961054j),(-8.055640294046436+3.281014783025383j),(4.82596990832236+8.911432195249569j)
433,(4+0j),(-181.41452639189498+0j),(-87.3982545843072+0j),(8+0j),(-20.078829044635327+16.18865612065099j),(-0.028459700987585098+10.784088567957271j),(-12.298286583018143-18.608667134884534j),(1.2886452447081045-0.7789915442008384j),(-6.462330839904883-13.165545036596388j),(7.962887292969682-10.016637611492534j),(-11.240121030209254+4.180084399481482j),(-15.005524532316281+10.404331574026209j),(-5.575327819981086-0.8457427458896738j),(-11.00270495739871-4.018515446181004j),(-19.23692728051536-0.8296210343545996j),(4.274456379230211+19.20060874472858j)
434,(7+0j),(15.177186144016064+0j),(-46.7498695104275+0j),(10+0j),(16.004756568027943+14.708438689845924j),(-10.595287544351455+5.724236651310716j),(-4.563187552817735+10.294058907871236j),(9.261469123951823+20.35717112554216j),(3.555714134373491-15.49803660807896j),(-2.382135536632933-8.096653969904233j),(-4.850879517400238-15.625201520173702j),(11.288851337283736-1.7122126870598973j),(-5.372784353846885-15.117207967799098j),(-10.032335373272971-11.15538405895016j),(6.655424802492948+1.255150709943077j),(-0.8303225005086236-3.941714671488328j)
435,(5+0j),(108.10846288744935+0j),(37.9365979116532+0j),(9+0j),(-21.490555780813413-3.9732288525299686j),(-2.8763894923470983+3.4474491360734754j),(0.48161291123439703-9.499202532882308j),(-0.0020981605532540454+12.44862933612102j),(10.800628169119872+1.082507142292485j),(-0.08553380179941777+12.619171203738208j),(19.410236173979488-8.31628065958132j),(8.928181267339571-1.8419415042601104j),(-11.28384256699457-19.823102361107182j),(-21.968004485085512+12.033049256896678j),(4.358671432558038-0.10909475776680116j),(6.499934147276106-2.3768167463852015j)
436,(3+0j),(13.909303370887205+0j),(-25.08452916276896+0j),(11+0j),(-7.73684545832793+5.7279502820409345j),(-0.37418687153919705+0.8135977515232968j),(-3.737780417955203+13.121415516355155j),(12.188262322622005+7.0755110527988005j),(5.996205217499977+0.5036258501055658j),(9.290604273975307+10.906566938315077j),(7.093274332053159-0.6252463930398768j),(13.1281646744174-11.473389599379516j),(-13.628520719344788+8.87995338091784j),(-30.14460858939527+6.558324222849859j),(7.200003333885775-10.29645523919225j),(-4.0746356082089585-3.0768414974263787j)
437,(7+0j),(-35.395572048394506+0j),(-49.5158580344356+0j),(9+0j),(-7.137629540934775-0.7973989216606786j),(-3.8301804590238833+5.529771130730814j),(-13.424498884799235+9.609673166161391j),(10.43499576690817-8.897542819286087j),(-4.8445859547222705+5.780746768918651j),(7.153976338099723-1.4436152484215758j),(14.152387310937335+14.917415760783134j),(-6.028115145933136-0.1657252554536532j),(27.00202034776735-9.060823607515092j),(6.760598047143729+5.697437467357377j),(14.899273355454499+2.9571255087539186j),(-14.104116223122155-2.2896499939008303j)
438,(6+0j),(-137.00242340194038+0j),(-200.12948374308675+0j),(7+0j),(14.177739151973919-6.524220521072533j),(-5.654141403624288+7.2965550926940015j),(13.498369204346979+9.10084531399034j),(4.813442289439803+17.718282245087686j),(-2.3830310113516733+8.952650714523331j),(19.215794041684614-6.564578358240436j),(2.4308932591726053-0.8983120955654438j),(-18.38842037377071+9.080729084463895j),(11.730372802973976+8.718787484303354j),(-0.8713889686706684+7.315148176334251j),(-8.133339296580083+4.8263789009695675j),(12.353314161928887-2.3814499860922647j)
439,(3+0j),(-129.1643937711309+0j),(167.8760747581727+0j),(3+0j),(-0.8949760782815552+6.811146824638369j),(0.04753310406666342+11.92006580264194j),(-3.029191421062529-7.295606282622566j),(11.608587843824058-7.847474931627614j),(-1.135079103662077-6.730400782617045j),(-11.98426883586576+10.481056294441444j),(4.978274344463458-9.850466037263793j),(-8.984713458607205+7.554618485455807j),(-6.982979196714657+6.2077041421899075j),(-5.104113807672017+0.012785672152867664j),(5.281800079943618+0.8728479431266768j),(-14.997381707209591-2.3336926865329213j)
440,(3+0j),(-59.04996058676406+0j),(13.520148683513161+0j),(7+0j),(17.415835942452766-7.6669117043895385j),(-13.401662793530587+5.502092610105029j),(2.0313010882138567-21.300743297714554j),(-23.851868388661728-4.147820027622724j),(3.7115566527802555+8.43377186836845j),(3.605501400107361-10.477840095487847j),(-23.595392363025173-15.011288751399018j),(-24.23809622821715-2.497853420185182j),(6.663656904257394-1.5616673208332574j),(-0.29633116197662795+8.159125981091236j),(7.623592434637773-4.864534030324655j),(-4.001447496243688+13.835392260591355j)
441,(5+0j),(-27.572534884213308+0j),(24.181587323662214+0j),(9+0j),(-2.001096657934542-12.032936043969226j),(1.0470700202256265+8.427674470476292j),(0.16484824990433006+7.461427893748428j),(-6.422676044921873+3.7908094507642085j),(-7.947308512815424-13.332263006433593j),(-9.663621940354151+2.501854938108977j),(-5.143318529996668+8.61451042738042j),(9.836277218518916-10.220812136532071j),(-0.0694206092926322-6.443744745589342j),(11.096608413508202+16.8936550393427j),(8.396284369331378-21.47846209982199j),(0.36711890402334835+3.7547902683979215j)
442,(3+0j),(72.52540604266531+0j),(50.815134216704+0j),(5+0j),(-3.841818077272023+0.9948725308647302j),(-1.4902852091881096-10.790478958793512j),(-5.566026663985858+23.534846908844816j),(9.117598775198225+6.033252879645495j),(-4.535291044593495+10.047923651311581j),(-11.161391855277126-0.428212335062288j),(-15.72484792231224-7.706251346173861j),(2.3739694215474727+12.448867760327309j),(-6.814610366141766+5.7497031816332j),(1.2859351274537603-13.348477503873543j),(-16.442384088035094-5.5914960980246695j),(-6.450293566521738-7.377384849730916j)
443,(3+0j),(16.54769006886135+0j),(-84.89702112704684+0j),(10+0j),(-8.229555958056418-4.959093272522171j),(-8.615977865927869-6.903019268474255j),(9.42856256005587-0.6425774446516459j),(-4.87502678794531+0.27578400804080416j),(-0.29426869281514345+13.216186823409055j),(-11.068756862607502+11.532987101062858j),(15.768937123621265-20.185650298168586j),(-4.805329707670544-9.286480702260437j),(2.65442820404419-13.550756779322214j),(-2.701077555338813+1.0507198520945151j),(3.2736888244999567+3.047284250655289j),(7.076059095489391+7.319197197541655j)
444,(6+0j),(-109.84691229514203+0j),(-130.27554603131156+0j),(8+0j),(24.785242059826192-0.9175181216014303j),(-5.779167560223245-6.917976359717104j),(7.690998721481906-9.975752828242122j),(-9.052309271262173+1.778635488036475j),(4.3177212200088375-1.080104348588698j),(-0.6968463552634524-13.588945663467511j),(3.5622710325273927+30.52223823057945j),(0.4782211733785089+2.2928283060184365j),(2.6436384844323464-17.83043141222534j),(-4.08139038631081-0.5200120575221903j),(-6.949546697538118-8.677895756963274j),(-5.817545300957278-3.709087572903546j)
445,(4+0j),(33.77889012645704+0j),(-118.69766578885181+0j),(7+0j),(-0.7786942566104947+9.64403000916992j),(15.209247050721231+10.629840240389072j),(-5.205319452246572+6.756821534661823j),(17.031381171063725+10.391441464016813j),(-2.6445453794769023-5.226926166838112j),(13.879464315004839+21.40924624694696j),(11.66846172749022+2.5026959730270075j),(-3.5210935354662007-3.99659102482668j),(-7.152563272420185+0.449844155954754j),(-15.674743226995933+7.848916684290659j),(-7.132270841730572-8.352189450711853j),(13.46482333628357+4.804504624424981j)
446,(6+0j),(5.751897155799799+0j),(-79.40752086238196+0j),(1+0j),(-18.487322908812207-10.526908487613543j),(-19.90481748208613+12.292747688226235j),(4.060256792890894+0.0951090899656582j),(15.351288257611703-2.6273180850150886j),(-18.864394602516256-8.79197615619749j),(17.802633416476684+2.238943859284607j),(-7.968787088767858+6.114717515292167j),(14.128793594028435-11.00868425349925j),(-13.146896477416345+9.002219665146306j),(0.9176897294817022-3.9299607039084266j),(17.623846546666414-4.163264863014114j),(11.240071220581564+6.039844083870673j)
447,(4+0j),(-16.42501581630916+0j),(72.47419084187248+0j),(2+0j),(-16.295270365745345-19.458096374646495j),(16.54378383715466+2.7031631743856206j),(-19.029370551483083+6.1539885470438636j),(9.803174750546948-7.462743157993957j),(-6.737437501034337-11.549555318840937j),(-0.3464992978408288+5.5129684376620505j),(-2.9511827429772723+8.891176348599615j),(-20.234973142082126+6.294632239882186j),(-13.747745776965054+11.412616252016734j),(-5.8066454749710115+4.14223469956322j),(-2.02150244518388-5.126337766975708j),(15.418372668890878+4.453638895277546j)
448,(3+0j),(-153.67215875062567+0j),(-224.57907196355418+0j),(4+0j),(-11.327940518341178+16.383306335574023j),(-6.484554045015717-2.2366422432964574j),(15.494080474016842+4.449267613575628j),(-4.414432664980098-2.9035870904883714j),(9.396185745138956+18.154735056411422j),(7.303592241427989-0.8327664496783753j),(1.3246241214236354+6.927553386845493j),(8.624271298346759-3.4714184495478566j),(-12.117565160770168+1.3303479574038601j),(-6.8613737450748005-13.847017868281569j),(-9.3152505798387-15.999599178010424j),(-5.379184514800225-15.345926445473966j)
449,(7+0j),(-126.8604121116734+0j),(74.55388934094177+0j),(10+0j),(-16.215875113460203+13.50052821487857j),(-2.8367417034689035+6.872609575390714j),(-6.734767964584229+1.967178752986569j),(-1.8982275450065274+9.038497536594125j),(-1.9176069118142105-2.3362443396084718j),(-9.089692271522036+0.8008227758878089j),(-0.12973051284220324-1.80449062384643j),(30.469930579243663+0.013481868978146223j),(0.7871200654125292-15.603251345945068j),(4.120416157917921-17.4117712768284j),(-0.35888998214672463+21.853899378679586j),(-1.3676558900716407-14.454615009847638j)
450,(4+0j),(78.63494460791047+0j),(49.01575956612435+0j),(1+0j),(-15.414928108074562-10.16161802855206j),(6.994836266624356+7.306166319316768j),(13.174954307532564-15.075671381628727j),(-12.895755146315363+8.48416984930228j),(3.7116355045450957-0.02527604768687313j),(-3.0613999030767864+14.564599177371768j),(10.525356074765973+14.60222972528136j),(-2.1077335665685677-5.939683733827067j),(-7.071416215884515+0.020574147517468427j),(-10.661210020246681-23.638649948456717j),(15.876847229027906-5.557544218728241j),(1.8580563240284151-3.75994367957664j)
451,(4+0j),(101.47982743108992+0j),(158.89593054044008+0j),(2+0j),(-7.39457639518516-7.540390250290015j),(-4.602121398638785-1.5002653051134933j),(-7.389618969401437-0.46977927254375224j),(1.665300259430309+25.718959279705047j),(7.463672588762991+15.758332321005323j),(-14.811817847649012-20.208906754392615j),(7.24408926633798-5.235725572115424j),(14.374126415379816+8.318539459720434j),(4.746264008150611+4.364323943562862j),(1.2392343396156915+2.046216235555623j),(0.022940448814198263-10.182748355587744j),(11.885422768759028+7.8804792415938625j)
452,(3+0j),(0.8222204865675884+0j),(47.7449859723514+0j),(8+0j),(11.816910953275086+3.94817020254506j),(5.776576556391445+7.022382534431493j),(14.338176528857096+9.252113795362924j),(1.1504084554331666-10.72583014905803j),(9.924345593293241-13.399636555747112j),(-4.657854026790067+2.0544662109001437j),(-1.0881387932605875-3.235412158587761j),(-8.417823142650002-15.679021472424822j),(7.867974754738163-14.400332322186443j),(-3.2629554856260916+2.532611755481871j),(5.3110817373076795-0.9908903747204743j),(-4.8913503474370525+20.17411635194629j)
453,(6+0j),(197.6901173051261+0j),(35.71875025676352+0j),(8+0j),(4.7451721824014195-10.477849058794577j),(-13.162826295866894+7.299386979435414j),(-5.489464414983194-11.139240590595206j),(-7.96427771686533-5.717745601287341j),(-5.2843552273935765-9.362874468501921j),(-8.522373270703339+6.335613691409504j),(-0.005292110395281453-7.8758805960424585j),(-1.5844353251075514-3.7676502277009183j),(-11.126032578247457-2.905435269053875j),(1.027680855949509+2.4371323633707154j),(6.140157182257033-10.458150007127768j),(-0.33023767657603875+10.954228199723017j)
454,(6+0j),(55.53926067325355+0j),(-19.774834704926782+0j),(8+0j),(3.169660062732934+13.30492816560093j),(-2.7380633786286612+8.971657339339924j),(-8.461144039010476+1.3706859549735944j),(-8.121477434083868+1.39757463137878j),(0.020533898124755916+10.100278508276494j),(0.9584173414529119-11.053207625311822j),(3.950997752985746-10.116834280664806j),(-20.024103063741375+14.152301865102325j),(8.86568440858208+7.0747885095513805j),(5.646134575241869+7.384225866738951j),(10.82614298377245+7.971610101193491j),(0.22446790641815445-2.5794824513658092j)
455,(5+0j),(-81.03258976222027+0j),(-41.669653609969096+0j),(2+0j),(-9.246686288699854-22.844601871651303j),(6.2377077711928255+6.45327470157166j),(-5.352564754411647-6.879406720717335j),(5.185068226398486-3.1591210736134516j),(-0.40025507964473395+5.649610751455825j),(-12.882054357578703-0.7920124312028547j),(6.906698998260659+19.76582896814191j),(5.915211598043579+12.801456755121865j),(5.312309392616958+0.6170675926946964j),(-6.252753794914944+7.822650846313382j),(0.15234442749689392+0.3945883108970537j),(-10.723845265730613-20.132929818695416j)
456,(3+0j),(-153.52941803198513+0j),(178.99562121591137+0j),(9+0j),(-1.100967891152508-7.885831158386907j),(-9.919393678203859-7.663472257585134j),(14.857590414745452-11.908276139811827j),(-8.103397550922555+6.503671453366122j),(3.8841756089106614-0.336816641823275j),(-0.047751417282743305-18.72668334166027j),(11.403528627525422+5.539478150350795j),(6.894124725992624-1.605746971068533j),(14.09488142003269-14.491973344203368j),(-8.093296181647352+0.23344837604532875j),(15.439128146372937-23.285310309571834j),(-13.022559707699934+8.074947385633243j)
457,(7+0j),(113.55042852642589+0j),(-204.47758110681687+0j),(2+0j),(-2.006589880776542+5.440134837794357j),(8.875118663645686-9.960845852810344j),(-8.58302531736901-5.899937149867394j),(4.399001279915568+8.320742460867969j),(3.8920864841140173-9.784822521095515j),(-0.7408429243474912+13.96977453357881j),(-8.019658002955897+8.177552847350396j),(16.9851534875432+5.712867138466255j),(2.931862805647489+2.2705619988249994j),(-8.581967882070886+14.551084499060497j),(-21.150611532271366+8.927561000557315j),(-7.169868232296819-12.46993377693067j)
458,(3+0j),(-104.71049177520312+0j),(132.4961232317762+0j),(4+0j),(-11.429062002466054-5.032134862577599j),(-2.9400790500760103+9.618938164565762j),(-16.649294201388592-5.766562567678534j),(27.120545268711467+7.127527963589904j),(-8.142614993913943+7.090923365023963j),(4.34685383376823+0.7802371788902154j),(8.384157661054852+14.174668369253403j),(-0.6240119094036045-2.0012644152679053j),(11.885178371547314+8.384771606331862j),(-2.2226024500808523+1.2127012762860474j),(13.440528087440715+5.139562218305896j),(3.1661576259970965+14.272803313715754j)
459,(6+0j),(176.6995876086091+0j),(-13.751991771990625+0j),(4+0j),(1.6951121691982922-9.692129920723698j),(2.295137410282577+22.940623326968566j),(5.643766138442455-6.79333523054678j),(2.089888044019152+13.232791216100503j),(-1.062920365179324+4.628861363585249j),(-8.493157090562185+14.87671720138904j),(-12.4680962036052-9.080465230327997j),(0.016311472074663668+4.6928360591208405j),(-5.583324697318098-7.196807081494624j),(-0.38304512245098865+19.438534366294974j),(-8.917015949846819-8.042852118124408j),(25.09974566515838+2.208012507687451j)
460,(6+0j),(-125.89832696958739+0j),(40.69946529379106+0j),(2+0j),(-10.548844521054043+10.324118507639529j),(19.09639039220776-2.057850873598856j),(8.467991053765955-16.219962929634203j),(3.9719196441714537+4.6044895624186575j),(-8.018289466338125-3.9951818494736377j),(8.233512511791734-5.589058342254949j),(6.5687711915101605+16.616300064597866j),(-12.006215152550865-7.5020267815562j),(4.762668344920064+4.032082466132825j),(-3.306926416389149-6.455155073001896j),(-16.881620615381504+6.437748810756738j),(1.2626788086382865-17.617338740457168j)
461,(3+0j),(-97.28694656589965+0j),(127.97421801085247+0j),(6+0j),(-3.2327315427007894-3.9223469660977566j),(17.383550874724428+14.168870833391312j),(2.7119060861839923-2.889766328200205j),(6.7785716495476835-13.386426461614247j),(18.90086727851157+9.952146576659368j),(5.5901555674956604+9.130428169667555j),(-8.11618888754427-14.583181943783252j),(-8.238649760891457-5.518617096206224j),(6.320477810876678-16.177515247986122j),(11.179215465700027-1.0704052589615722j),(14.664382088008843-10.369237704815857j),(10.354762019290272+1.3220951433388293j)
462,(5+0j),(-26.35290424421319+0j),(50.369440867952875+0j),(6+0j),(-16.938341463432668-5.588976167722808j),(-5.188511775468978+16.19421045538654j),(1.5962611109398757-12.210850968033888j),(-6.538308976386718+0.4218005004604106j),(-7.742071953965333-10.395794564930743j),(16.2132409551397+5.106561458654404j),(1.7450286805386386+14.363455934816866j),(-9.210076995285043-0.5331586889809006j),(3.292392124657872+1.7601135718977667j),(6.656142589332722-12.234535250127168j),(-2.295780192803104-10.019474975789697j),(-2.983958546707316+3.861015646139816j)
